Patent Number,Title,Unique Identifier,
CN103551188-A; CN103551188-B,"Microporous zeolite coated mesoporous zeolite catalyst for conversion of methanol to propylene, is obtained by hydrothermal synthesis method using eight-membered ring coated zeolite and ten or twelve-membered ring coated zeolite.",DIIDW:2014F75491,
ID202301821-S,"Synthesis of hydroxyapatite-zeolite composite involves extracting hydroxyapatite from fish bones, mixing hydroxyapatite and zeolite seeds to produce hydroxyapatite-zeolite composite, and performing silver nitrate treatment of composite.",DIIDW:202530371T,
WO2009142408-A2; CN101585545-A; JP2009280481-A; KR2009120846-A; US2009291046-A1; WO2009142408-A3; KR978490-B1; EP2297037-A2; US8153099-B2; CN101585545-B; JP5221303-B2; EP2297037-A4; EP2297037-B1,"Preparing a b-oriented MFI zeolite membrane comprises forming or attaching zeolite or zeotype molecular sieve seeds on a substrate, and adding the seeded substrate to a gel for the synthesis of an MFI zeolite.",DIIDW:2009R65618,
CN110841702-A; CN110841702-B,"Preparation of aromatic nitrile catalyst comprises mixing balanced cation-containing porous zeolite carrier and distilled water, adding palladium(II) nitrate dihydrate, stirring, filtering, washing, and drying.",DIIDW:2020195037,
JP2016047530-A; JP6172239-B2,"Manufacture of inorganic porous support-zeolite film complex for manufacture of alcohol, involves immersing inorganic porous support in mixture of silicon element source, aluminum element source and alkali source, to form zeolite film.",DIIDW:201620407Y,
CN102266584-A; CN102266584-B,"Surface molecular sieve coating material of medical porous titanium contained material useful for promoting proliferation and seperation of osteoblast, and developing ability of new hard tissue implant material, has opened porous structure.",DIIDW:2011Q85639,
CN111420701-A; CN111420701-B,"Catalyst useful for preparing aromatics from synthesis gas, comprises composite oxide containing cobalt-manganese spinel structure, zeolite molecular sieve.",DIIDW:202069480M,
US2014343175-A1; WO2014186172-A1; US9206091-B2,"Synthesis gas conversion process, useful to produce hydrocarbon product such as methane, involves contacting synthesis gas feed comprising hydrogen and carbon monoxide with hybrid catalyst comprising zeolite and Fischer-Tropsch component.",DIIDW:2014U77892,
US2007098630-A1; WO2007053375-A2; US7238337-B2; EP1954629-A2; AU2006309113-A1; IN200804258-P1; CN101309861-A; JP2009513475-W; CA2626527-A1; KR2008085135-A; WO2007053375-A3; EP1954629-A4,"Synthesis of all-silica zeolite useful for separating polar and non-polar molecules involves preparing a mixture of silicon oxide, structure directing agent, active source of hydroxide and water; and maintaining specific reaction conditions.",DIIDW:2007396214,
JP2022012842-A; JP7475659-B2,"Silica porous hollow fiber tube for separating mixed gas and separating mixed liquid, comprises silica porous hollow fiber tube support body which has amorphous structure and hollow fiber shape, and all-silica CHA-type zeolite film.",DIIDW:202240552N,
US2021214224-A1; WO2021146402-A1; US11208327-B2,"Performing large-scale synthesis of zeolite-templated carbon (ZTC) involves introducing bed material comprises zeolite to fluidized bed reactor and heating bed material, fluidizing bed material with fluidizing gas.",DIIDW:202179981V,
WO2011046016-A1; US2012196739-A1; EP2489636-A1; CN102695674-A; JP2011536088-X; US8597612-B2; JP5734196-B2; CN102695674-B; EP2489636-A4; EP2489636-B1,"Manufacture of DDR-type zeolite for, e.g. catalysts, involves crystal-growing zeolite by contacting zeolite powder and raw material solution containing 1-adamantanamine, silica and water, while carrying out hydrothermal synthesis.",DIIDW:2011E18570,
CN116371460-A,"Preparing zeolite molecular sieve packaging metal catalyst comprises metal-zeolite catalyst, and metal in metal-zeolite catalyst is platinum, palladium, ruthenium, rhodium, gold, molybdenum, iron, and nickel.",DIIDW:202373650A,
JP2017200865-A; JP6713821-B2,"Manufacture of cesium containing chabazite type zeolite involves adding zeolite seed crystal to raw material solution which contains cesium source, alkali source, aluminum source, and silicon source, and hydrothermally synthesizing.",DIIDW:201776082S,
CN104418353-A; CN104418353-B,Beta-zeolite has class I level and class,DIIDW:201528055D,
JP2008094757-A,"Synthesis of urea involves carrying out ion-exchange reaction of sodium-type artificial zeolite or potassium-type artificial zeolite in ammonium chloride aqueous solution, and reacting formed artificial zeolite with carbon dioxide.",DIIDW:2008H99483,
ID201904330-A,"Synthesis of zeolite-A involves preparing solution comprising sodium hydroxide in water, dividing solution into two portions to dissolve silica from rice husks and aluminum metal, mixing portions, drying obtained gel, and calcining.",DIIDW:2019A1065J,
JP2002173320-A,Inductive synthesis of zeolite with a specific composition useful as e.g. adsorbents comprises mixing solid and/or liquid raw materials and an alkaline aqueous solution and adding crystalline mineral having a specific silicon/aluminum ratio.,DIIDW:2002553215,
JP2003238147-A,"Synthesis of zeolite used as base material for zeolite film, involves heating reaction solution containing silica, organic amine, tetrapropylammonium bromide and water, at preset temperature.",DIIDW:2004065214,
CN103102240-A; CN103102240-B,"Synthesis of sec-butylbenzene involves adding aluminum-rich zeolite and/or beta-zeolite to molecular sieve alkylated catalyst, adding benzene, reacting mixture, and adding tert-butylbenzene, isobutylene and n-butene.",DIIDW:2013Q70627,
JP2015101506-A; JP6173185-B2,"Synthesis of chabazite type zeolite used for e.g. catalysts, involves refining faujasite type zeolite particles, adding potassium hydroxide to water dispersion slurry of zeolite and hydrothermally treating at preset temperature.",DIIDW:201532260U,
ID202202909-S,"Making nitrogen-doped titanium dioxide and/or zeolite-chitosan granule photocatalyst for treat organic liquid waste comprises e.g. activating zeolite with hydrochloric acid, and synthesizing nitrogen-doped titanium dioxide.",DIIDW:2025090210,
JP2013212488-A; JP6167482-B2,"Manufacture of porous support body-zeolite film complex used for organic compound recovery involves performing hydrothermal synthesis on water-based reaction mixture, immersing porous support body to which seed crystal adheres, and heating.",DIIDW:2013R21619,
CN103007982-A; CN103007982-B,"Molecular screen Fischer-Tropsch synthesis catalyst used for producing clean liquid hydrocarbon, comprises active metal component iron and/or cobalt, zeolite molecular sieve and heat-resistant inorganic oxide matrix as carrier.",DIIDW:2013P12579,
CN107866270-A; CN107866270-B,"Catalyst for synthesis of cyclohexylbenzene, comprises palladium, lanthanide element and carrier such as hydrogen-type zeolite molecular sieve.",DIIDW:2018271697,
CN106185977-A; WO2018000660-A1; CN106185977-B,"Green synthesis of zeolite socony mobil-5 molecular sieve comprises mixing the molecular sieve, silicon source and aluminum source and without using any templating agent, then performing hydrothermal crystallization.",DIIDW:2016778392,
CN105233862-A; CN105233862-B,"Catalyst used in synthesis of cyclohexylbenzene, comprises hydrogenous zeolite carrier comprising specified amount of palladium and iron.",DIIDW:201606376P,
US2023001360-A1,"Method of preparing CHA Chabazite (CHA) zeolite membrane, involves adding support including CHA particle seed layer deposited into synthetic solution for growing zeolite containing organic structure-directing agent and silicon source, without containing aluminum source,performing hydrothermal.",DIIDW:202302990D,
JP2019116399-A; JP7052346-B2,"Manufacture of crystalline zeolite used as solid catalyst in e.g. aromatic compound isomerization, involves hydrothermal synthesis of silicon/alumina/hydroxyl ion sources, filtering, and dehydrating in presence of quaternary ammonium salt.",DIIDW:201962575X,
CN105233861-A; CN105233861-B,"Catalyst used in synthesis of cyclohexylbenzene, comprises hydrogenous zeolite carrier comprising specified amount of palladium and lanthanum.",DIIDW:201606376Q,
JP2008019176-A,"Synthesis of methanol and dimethyl ether, involves treating synthesis gas containing carbon monoxide and hydrogen with reaction liquid including methanol catalyst dispersed to solvent, followed by recovering and cooling reactive gas.",DIIDW:2008C27513,
CN111977666-A; CN111977666-B,"Preparing zeolite socony mobil-5 zeolite molecular sieve for hydrogenation, by preparing pre-crystallization solution, preparing synthesis mother solution and adding pre-crystallization solution to synthesis mother solution to crystallize.",DIIDW:2020B94159,
WO2024126475-A1; CN120344497-A; IN202517065115-A; EP4634142-A1,"Production of alkylstyrene used as precursor, involves providing feed containing 1,1-diarylethane compound, providing catalyst comprising zeolite having MWW-type framework structure, contacting feed with catalyst for catalytic cracking of 1,1-diarylethane, and separating alkylstyrene.",DIIDW:202464293U,
JP2004203731-A; JP4461322-B2,"Manufacture of zeolite crystal, used for improving agricultural soil and waste water purification, involves mixing zeolite raw material and aqueous alkali in heat exchanger, and supplying to heat-dissolution device and reactor.",DIIDW:2004547636,
WO2013171350-A1; ES2435396-A1; WO2013171350-A8; ES2435396-B1,"Synthesizing metallosilicate shape MWW zeolite by preparing precursor MWW pure silica by heating a mixture comprising organic compound followed by recovering the resultant crystalline solid, and calcination.",DIIDW:2013V15108,
BE1014536-A6; IT1320172-B,Synthesis of zeolite,DIIDW:2004581207,
US2014056805-A1; KR2014033542-A; KR1384479-B1; CN103626199-A; US9403690-B2,"Preparing mesoporous zeolite involves forming synthetic zeolite gel by mixing silica precursor, aluminum precursor and water and aging the mixture; and carrying out zeolite synthesis by subjecting the zeolite gel to hydrothermal reaction.",DIIDW:2014D84054,
DE10309009-A1,Zeolite coating of polymer-derived ceramics where e.g. aluminum is added to the coating solution and/or ceramic which acts as a carrier and also provides network-formers.,DIIDW:2004654274,
US2016101407-A1; WO2016061225-A1; US9604194-B2; SG11201702498-A1; EP3206784-A1; KR2017116004-A; CN107427812-A; JP2017538568-W; GC9005-A; SG10201903380-A1; KR2009004-B1; JP6656239-B2; SA517381223-A; SA7985-B1,"Sequential carbon synthesis for forming microporous carbon adsorbent used in natural gas storage, involves introducing aqueous mineral acid mixture to carbon-zeolite composite to obtain adsorbent with preset micropore volume.",DIIDW:2016224659,
CN106629770-A; CN106629770-B,"Synthesis of mesoporous zeolite molecular sieve, by mixing organic amine templating agent, water, aluminum source and silicon source, aging to obtain adhesive, carrying out steam-assisted conversion method and crystallizing.",DIIDW:201731301X,
WO9928035-A1; AU9918748-A; BE1011581-A3; ZA9810738-A; BR9814722-A; EP1051255-A1; JP2001524381-W; US6603027-B1; EP1051255-B1; DE69826524-E; ES2229556-T3; DE69826524-T2; JP4712189-B2,Catalyst based on zeolite.,DIIDW:1999394830,
EP1816104-A1; JP2007210884-A; US2007189961-A1; US7632771-B2; JP5351384-B2,"Improving hydrophobicity of zeolite film used in semiconductor involves providing zeolite synthesis composition of silica source and organic template, and forming zeolite film onto a support followed by",DIIDW:2007730114,
US2022348532-A1; KR2022148516-A; US11767285-B2,"Preparing catalyst used for synthesizing dimethyl ether, methylacetate from synthetic gas, involves co-precipitating prepared nanosheet ferrierite zeolite and precursor of copper-zinc-aluminum-based oxide to obtain hybrid catalyst.",DIIDW:2022D6969N,
JP2017109897-A,Pentasil-type zeolite for catalyst of hydrocarbon synthesis is zeolite which has high Brunauer-Emmett-Teller specific surface area.,DIIDW:2017419446,
CN109264738-A; US2020071174-A1; US10710886-B2; CN109264738-B,"Synthesizing metal-containing mesoporous ETS-10 zeolite without templating agent used as catalyst or carrier in synthesis of macromolecular chemicals, comprises e.g. mixing silicon source with sodium hydroxide solution and crystallizing.",DIIDW:201911401F,
JP2004315322-A; JP4457575-B2,"Manufacture of zeolite-modified soil used for soil conditioner, involves mixing alkali chemical containing silica source with non-baked soil generated during water purification, and performing hydrothermal synthesis reaction.",DIIDW:2004789922,
WO2021219105-A1; CN115515900-A,"Preparing zeolite, comprises e.g. contacting metal aluminate, metal silicate, graphitic carbon nitride and reactive oxygen species precursor to form reaction composition, and irradiating the reaction composition with visible light.",DIIDW:2021C2328H,
