Title,Source,DOI
Understanding initial zeolite oligomerization steps with first principles calculations,CASE STUDIES IN CONSTRUCTION MATERIALS,10.1016/j.cscm.2021.e00868
Zn-P Co-Modified Hierarchical ZSM-5 Zeolites Directly Synthesized via Dry Gel Conversion for Enhanced Methanol to Aromatics Reaction,AICHE JOURNAL,10.1002/aic.17107
Alkaline Activation of Kaolin Group Minerals,CATALYSTS,10.3390/catal11111388
Dynamic Features of Transition States for β-Scission Reactions of Alkenes over Acid Zeolites Revealed by AIMD Simulations,CRYSTALS,10.3390/cryst10040268
Towards osteogenic differentiation of human dental pulp stem cells on PCL-PEG-PCL/zeolite nanofibrous scaffolds,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202006065
Modulating inherent lewis acidity at the intergrowth interface of mortise-tenon zeolite catalyst,ARTIFICIAL CELLS NANOMEDICINE AND BIOTECHNOLOGY,10.1080/21691401.2019.1652627
ANAEROBIC DIGESTION OF WASTEWATER WITH HIGH SULFATE CONCENTRATION USING MICRO-AERATION AND NATURAL ZEOLITES,NATURE COMMUNICATIONS,10.1038/s41467-022-30538-7
Towards a Rational Design of Zeolite-Polymer Composite Nanofibers for Efficient Adsorption of Creatinine,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,10.1590/0104-6632.20160334s20150261
Opening up ZSM-5 Hierarchical Zeolite's Porosity through Sequential Treatments for Improved Low-Density Polyethylene Cracking,JOURNAL OF NANOMATERIALS,10.1155/2016/5638905
Mixture Optimization on internally Cured High Strength Engineered Cementitious Composite with pre-wetted Sand-like Zeolite,MOLECULES,10.3390/molecules25122878
Mitigation of ammonia emissions by natural zeolites during pig slurry composting,JOURNAL OF ADVANCED CONCRETE TECHNOLOGY,10.3151/jact.16.485
Organic-Free Synthesis of a Highly Siliceous Faujasite Zeolite with Spatially Biased Q<SUP>4</SUP>(<i>n</i>Al) Si Speciation,PESQUISA AGROPECUARIA BRASILEIRA,10.1590/S0100-204X2014000700004
REDUCTION OF POLYCYCLIC AROMATIC HYDROCARBONS AND NITROGEN MONOOXIDE IN COMBUSTION ENGINE EXHAUST GASES BY CLINOPTILOLITE,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.201702672
Diverse Physical States of Amorphous Precursors in Zeolite Sol Gel Syntheses,GOSPODARKA SUROWCAMI MINERALNYMI-MINERAL RESOURCES MANAGEMENT,10.2478/v10269-012-0015-1
Ionic Liquid assisted Synthesis of Zeolite-TON,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,10.1021/acs.iecr.8b01695
Effect of H<sub>2</sub>O Activity on Zeolite Formation,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,10.1002/zaac.201400103
In Situ Synthesis of Sn-Beta Zeolite Nanocrystals for Glucose to Hydroxymethylfurfural (HMF),MATERIALS,10.3390/ma13214780
EQUILIBRIUM PERFORMANCES OF <i>CRYSTAL-RIGHT</i>™ <i>CR100</i> ZEOLITE USED IN WATER SOFTENING PROCESS,CATALYSTS,10.3390/catal10111249
Production of BTX via Catalytic Fast Pyrolysis of Printed Circuit Boards and Waste Tires Using Hierarchical ZSM-5 Zeolites and Biochar,ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,10.30638/eemj.2015.058
Electrical and Optical Properties of Nanocomposites Fabricated by the Introduction of Iodine in Porous Dielectric Matrices,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,10.1021/acssuschemeng.2c04031
The state of BEA zeolite supported nickel catalysts in CO<sub>2</sub> methanation reaction,GLASS PHYSICS AND CHEMISTRY,10.1134/S1087659621030123
Electrophilic aromatic substitution over zeolites generates Wheland-type reaction intermediates,APPLIED SURFACE SCIENCE,10.1016/j.apsusc.2021.150421
"Conversion of Harmful Fly Ash Residue to Zeolites: Innovative Processes Focusing on Maximum Activation, Extraction, and Utilization of Aluminosilicate",NATURE CATALYSIS,10.1038/s41929-017-0002-4
Anisotropic silver nanoparticles deposited on zeolite A for selective Hg<SUP>2+</SUP> colorimetric sensing and antibacterial studies,ACS OMEGA,10.1021/acsomega.2c02388
"Effect of Zeolite Modification via Cationic Exchange Method on Mechanical, Thermal, and Morphological Properties of Ethylene Vinyl Acetate/Zeolite Composites",JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,10.2298/JSC140729020K
"Uranium (VI) adsorption on synthesized 4A and P1 zeolites: Equilibrium, kinetic, and thermodynamic studies",ADVANCES IN MATERIALS SCIENCE AND ENGINEERING,10.1155/2013/394656
Synthesis of high value-added Na-P1 and Na-FAU zeolites using waste glass from fluorescent tubes and aluminum scraps,COMPTES RENDUS CHIMIE,10.1016/j.crci.2014.09.011
NO oxidation on Fe- and Cu-zeolites mixed with BaO/Al<sub>2</sub>O<sub>3</sub>: Free oxidation regime and relevance for the NH<sub>3</sub>-SCR chemistry at low temperature,MATERIALS CHEMISTRY AND PHYSICS,10.1016/j.matchemphys.2020.122903
Synthesis of Zeolitic Material with High Cation Exchange Capacity from Paper Sludge Ash Using EDTA,APPLIED CATALYSIS B-ENVIRONMENTAL,10.1016/j.apcatb.2017.11.068
Mutual Valorization of 5-Hydroxymethylfurfural and Glycerol into Valuable Diol Monomers with Solid Acid Catalysts,APPLIED SCIENCES-BASEL,10.3390/app112311231
A shortcut to high-quality gmelinite through steam-assisted interzeolite transformation,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,10.1021/acssuschemeng.7b04685
Copper-Modified Zeolites and Silica for Conversion of Methane to Methanol,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2021.111606
Evaluation for the Removal Efficiency of VOCs and Heavy Metals by Zeolites-Based Materials in the Wastewater: A Case Study in the Tito Scalo Industrial Area,CATALYSTS,10.3390/catal8110545
Modification of commercial Y zeolites by alkaline-treatment for improved performance in the isomerization of glucose to fructose,PROCESSES,10.3390/pr8111519
Clinoptilolite foams prepared by alkali activation of natural zeolite and their post-synthesis modifications,MOLECULAR CATALYSIS,10.1016/j.mcat.2021.111686
Preparation and Swelling Properties of Zeolite-Poly(2-hydroxyethyl methacrylate-co-acrylic acid) Hydrogel Composites,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2019.03.029
Amendment of Livestock Manure with Natural Zeolite-Clinoptilolite and Its Effect on Decomposition Processes during Composting,ACTA PHYSICA POLONICA A,10.12693/APhysPolA.130.147
Synthesis and Structure Determination of the Hierarchical Meso-Microporous Zeolite ITQ-43,AGRICULTURE-BASEL,10.3390/agriculture11100980
Effect of Alkali-Free Synthesis and Post-Synthetic Treatment on Acid Sites in Beta Zeolites,SCIENCE,10.1126/science.1208652
MILD MODIFICATION METHOD FOR THE GENERATION OF MESOPOROSITY IN SYNTHETIC AND NATURAL MORDENITE,MOLECULES,10.3390/molecules25153434
Controlled synthesis of hierarchical ZSM-5 for catalytic fast pyrolysis of cellulose to aromatics,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,10.4314/bcse.v29i1.8
"Electrooxidation of 2-chlorophenol and 2,4,6-chlorophenol on glassy carbon electrodes modified with graphite-zeolite mixtures",JOURNAL OF MATERIALS CHEMISTRY A,10.1039/c8ta08930b
Hollow structures by controlled desilication of beta zeolite nanocrystals,JOURNAL OF APPLIED ELECTROCHEMISTRY,10.1007/s10800-014-0763-2
Sonochemically prepared hierarchical MFI-type zeolites as active catalysts for catalytic ethanol dehydration,JOURNAL OF SOLID STATE CHEMISTRY,10.1016/j.jssc.2019.121033
Detection of Carbocationic Species in Zeolites: Large Crystals Pave the Way,ULTRASONICS SONOCHEMISTRY,10.1016/j.ultsonch.2021.105581
Comparative study on porosity and permeability of conventional concrete and concrete with variable proportions of natural zeolite additions,CHEMISTRY-A EUROPEAN JOURNAL,10.1002/chem.201000995
Organic Structure-Directing Agent-Free Synthesis of Mordenite-Type Zeolites Driven by Al-Rich Amorphous Aluminosilicates,REVISTA DE LA CONSTRUCCION,10.4067/S0718-915X2015000300009
The fire resistance of high-strength concrete containing natural zeolites,ACS OMEGA,10.1021/acsomega.0c05059
Adsorption of bisphenol A onto cationic-modified zeolite,CEMENT & CONCRETE COMPOSITES,10.1016/j.cemconcomp.2020.103897
Antimicrobial activity of Titanium dioxide and Zinc oxide nanoparticles supported in 4A zeolite and evaluation the morphological characteristic,DESALINATION AND WATER TREATMENT,10.1080/19443994.2016.1172265
Cascade reaction engineering on zirconia-supported mesoporous MFI zeolites with tunable Lewis-Bronsted acid sites: a case of the one-pot conversion of furfural to γ-valerolactone,SCIENTIFIC REPORTS,10.1038/s41598-019-54025-0
Rotating disk slurry electrodeposition of platinum at Y-zeolite/carbon Vulcan XC-72R for methanol oxidation in alkaline media,RSC ADVANCES,10.1039/d0ra06915a
Nature and Location of Carbonaceous Species in a Composite HZSM-5 Zeolite Catalyst during the Conversion of Dimethyl Ether into Light Olefins,RSC ADVANCES,10.1039/c4ra05877a
Hydrolysis of sucrose over composite catalysts,CATALYSTS,10.3390/catal7090254
Low-temperature selective oxidation of methane over distant binuclear cationic centers in zeolites,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2012.01.033
Insights into Adsorption of Chlorobenzene in High Silica MFI and FAU Zeolites Gained from Chromatographic and Diffractometric Techniques,COMMUNICATIONS CHEMISTRY,10.1038/s42004-019-0173-9
"REMOVAL OF Zn<SUP>2+</SUP>, Cd<SUP>2+</SUP> e Pb<SUP>2+</SUP> IONS FROM AQUEOUS SOLUTIONS BY MAGNETIC COMPOSITE OF ZEOLITE FROM COAL ASHES",MINERALS,10.3390/min8030080
Tracking the rearrangement of atomic configurations during the conversion of FAU zeolite to CHA zeolite,QUIMICA NOVA,10.1590/S0100-40422010000600011
Production of bio-derived ethyl lactate on GaUSY zeolites prepared by post-synthetic galliation,CHEMICAL SCIENCE,10.1039/c9sc02773d
"Effect of the PC, diatomite and zeolite on the performance of concrete composites",GREEN CHEMISTRY,10.1039/c3gc40766g
LTA/Poly(1-trimethylsilyl-1-propyne) Mixed-Matrix Membranes for High-Temperature CO<sub>2</sub>/N<sub>2</sub> Separation,COMPUTERS AND CONCRETE,10.12989/cac.2016.17.6.815
Removing nitrogen and phosphorus simultaneously in stormwater runoff using permeable asphalt pavement system with a zeolite-regulated reservoir,CHEMICAL ENGINEERING & TECHNOLOGY,10.1002/ceat.201400641
Synthesis of an excellent MTP catalyst:hierarchical ZSM-5 zeolites with great mesoporosity,JOURNAL OF WATER REUSE AND DESALINATION,10.2166/wrd.2020.057
Preparation of ultrahigh surface area porous carbons templated using zeolite 13X for enhanced hydrogen storage,ROYAL SOCIETY OPEN SCIENCE,10.1098/rsos.181691
Formulation of zeolite supported nano-metallic catalyst and applications in textile effluent treatment,PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL,10.1016/j.pnsc.2013.04.007
Improved Removal Capacity and Equilibrium Time of Maghemite Nanoparticles Growth in Zeolite Type 5A for Pb(II) Adsorption,JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,10.1016/j.jece.2020.104023
Evolution of the crystal growth mechanism of zeolite W (MER) with temperature,NANOMATERIALS,10.3390/nano10091668
Revealing Zeolites Active Sites Role as Kinetic Hydrate Promoters: Combined Computational and Experimental Study,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2018.09.012
Superior Performance of MetalOrganic Frameworks over Zeolites as Solid Acid Catalysts in the Prins Reaction: Green Synthesis of Nopol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,10.1021/acssuschemeng.2c01742
Ethene Dimerization on Zeolite-Hosted Ni Ions: Reversible Mobilization of the Active Site,CHEMSUSCHEM,10.1002/cssc.201300032
"Evaluation of Gas Emissions, Energy Consumption and Production Costs of Warm Mix Asphalt (WMA) Involving Natural Zeolite and Reclaimed Asphalt Pavement (RAP)",ACS CATALYSIS,10.1021/acscatal.9b00721
Hierarchical Mesoporous SSZ-13 Chabazite Zeolites for Carbon Dioxide Capture,SUSTAINABILITY,10.3390/su12166410
Catalytic Properties of Microporous Zeolite Catalysts in Synthesis of Isosorbide from Sorbitol by Dehydration,CATALYSTS,10.3390/catal11111355
"Cesium Sorption and Desorption on Glauconite, Bentonite, Zeolite, and Diatomite",CATALYSTS,10.3390/catal10020148
The Impact of Lanthanum and Zeolite Structure on Hydrocarbon Storage,MINERALS,10.3390/min9100625
Quantitative analysis of adsorption and desorption of volatile organic compounds on reusable zeolite filters using gas chromatography,CATALYSTS,10.3390/catal11050635
The interactions of methyl <i>tert</i>-butyl ether on high silica zeolites: a combined experimental and computational study,PLOS ONE,10.1371/journal.pone.0227430
BIODIESEL PRODUCTION VIA ETHYLIC TRANSESTERIFICATION WITH BASIC ZEOLITES,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,10.1039/c3cp51684a
Effect of nano-ZnO-supported 13X zeolite on photo-oxidation degradation and antimicrobial properties of polypropylene random copolymer,QUIMICA NOVA,10.1590/S0100-40422012000100022
Simultaneous/Selective Detection of Dopamine and Ascorbic Acid at Synthetic Zeolite-Modified/Graphite-Epoxy Composite Macro/Quasi-Microelectrodes,POLYMER BULLETIN,10.1007/s00289-014-1236-9
Synthesis of Binderless ZK-4 Zeolite Microspheres at High Temperature,SENSORS,10.3390/s130607296
Design of organic structure directing agents to control the synthesis of zeolites for carbon capture and storage,MOLECULES,10.3390/molecules23102647
Preparation of innovative eco-efficient composite bricks based on zeolite-poor rock and Hen's eggshell,RSC ADVANCES,10.1039/c9ra09675b
"Numerical analysis of microwave heating cavity: Combining electromagnetic energy, heat transfer and fluid dynamics for a NaY zeolite fixed-bed",JOURNAL OF BUILDING ENGINEERING,10.1016/j.jobe.2021.103491
Room temperature zeolitization of boiler slag from a Bulgarian thermal power plant,APPLIED THERMAL ENGINEERING,10.1016/j.applthermaleng.2019.03.117
Synthesis of silica-rich chabazite using conventional Si and Al sources and the low-cost tetraethylammonium (TEA<SUP>+</SUP>) cation as structure directing molecule,JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,10.2298/JSC160807091P
Influence of water on the retention of methyl <i>tertiary</i>-butyl ether by high silica ZSM-5 and Y zeolites: a multidisciplinary study on the adsorption from liquid and gas phase,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2022.112028
INFLUENCE OF NATURAL ZEOLITE ON PORTLAND CEMENT HYDRATION PROCESSES AND PROPERTIES OF HARDENED CEMENT PASTE,RSC ADVANCES,10.1039/c5ra15201a
Formic Acid as a Hydrogen Donor for Catalytic Transformations of Tar,CERAMICS-SILIKATY,10.13168/cs.2021.0025
"L-Lysine Amino Acid Adsorption on Zeolite L: a Combined Synchrotron, X-Ray and Neutron Diffraction Study",ENERGIES,10.3390/en13174515
Novel kinetics model for adsorption of pollutant from wastewaters onto zeolites. Kinetics of phenol adsorption on zeolite-type silicalite,CHEMISTRYOPEN,10.1002/open.202000183
Experimental Study on the Removal of VOCs and PAHs by Zeolites and Surfactant-Modified Zeolites,ADSORPTION SCIENCE & TECHNOLOGY,10.1177/0263617419833201
Diels-Alder reactions in confined spaces: the influence of catalyst structure and the nature of active sites for the retro-Diels-Alder reaction,ENERGY & FUELS,10.1021/acs.energyfuels.7b01124
A mathematical model for zeolite membrane module performance and its use for techno-economic evaluation of improved energy efficiency hybrid membrane-distillation processes for butane isomer separations,BEILSTEIN JOURNAL OF ORGANIC CHEMISTRY,10.3762/bjoc.12.208
Acidic Mesoporous Zeolite ZSM-5 Supported Cu Catalyst with Good Catalytic Performance in the Hydroxysulfurization of Styrenes with Disulfides,JOURNAL OF MEMBRANE SCIENCE,10.1016/j.memsci.2016.06.041
The Influence of Si/Al Ratio on the Distribution of OH Groups in Zeolites with MWW Topology,NANOMATERIALS,10.3390/nano7120459
Control the position of framework defects in zeolites by changing the symmetry of organic structure directing agents,TOPICS IN CATALYSIS,10.1007/s11244-010-9592-7
"Formation and Reactions of NH<sub>4</sub>NO<sub>3</sub> during Transient and Steady-State NH<sub>3</sub>-SCR of NO<i><sub>x</sub></i>, over H-AFX Zeolites: Spectroscopic and Theoretical Studies",MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2021.110899
Impact of long-range electrostatic and dispersive interactions on theoretical predictions of adsorption and catalysis in zeolites,ACS CATALYSIS,10.1021/acscatal.9b05151
Catalytic conversion of HMF into ethyl levulinate - A biofuel over hierarchical zeolites,CATALYSIS TODAY,10.1016/j.cattod.2018.02.007
Exfoliated Ferrierite-Related Unilamellar Nanosheets in Solution and Their Use for Preparation of Mixed Zeolite Hierarchical Structures,CATALYSIS COMMUNICATIONS,10.1016/j.catcom.2020.105998
Heterogeneous Co-catalyzed direct 2-alkylation of azoles with ethers,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/jacs.1c04081
Comparison of the catalytic activity of MOFs and zeolites in Knoevenagel condensation,RSC ADVANCES,10.1039/c8ra01796d
Cobalt Based Catalysts on Alkali-Activated Zeolite Foams for N<sub>2</sub>O Decomposition,CATALYSIS SCIENCE & TECHNOLOGY,10.1039/c2cy20586f
Batch Adsorption of Cr(VI) Ions on Zeolite and Agroindustrial Waste,CATALYSTS,10.3390/catal10121398
Volatile organic compounds (VOCs) removal capacity of ZSM-5 zeolite adsorbents for near real-time BTEX detection,CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,10.15255/CABEQ.2017.1100
Mesopores in USY Zeolites,JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,10.1016/j.jece.2020.103724
Versatile phosphorus-structure-directing agent for direct preparation of novel metallosilicate zeolites with IFW-topology,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,10.1002/zaac.201000271
Removal of Phosphate from Aqueous Solution by Zeolite-Biochar Composite: Adsorption Performance and Regulation Mechanism,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2021.111005
